"id","author_last","author_first","author_full_name","title","publisher","publication_year","height_cm","width_cm","depth_cm","binding","page_count","edition_printrun","isbn_asin","editor","contributors","is_signed_inscribed","designer","description","artist_url","publisher_url","collection_grouping","tags","classification","bisac","lcc","location","accession_no","featured","image_url","price","weight_g","language","num_images","notes","custom_page_url","cataloged_date"
"100001","2600","","2600: The Hacker Quarterly","2600: The Hacker Quarterly, January 1984","2600 Enterprises, Inc.","1984","","","","","","Volume 1, Number 1","","Emmanuel Goldstein","","","","<p>The first year of 2600, twelve monthly issues beginning in January 1984, when the magazine was a few photocopied sheets of telephone network intelligence edited by Emmanuel Goldstein.</p><p class=""mt-6"">The debut carries ""AHOY! - 2600 Debuts"" alongside ""FBI Goes After ADS Hackers"" and ""The Truth Behind Those 9999 Numbers."" Across the year the newsletter prints a White House phone list, guides to Telenet, MCI and Telemail, MILNET host tables, CN/A and E-Com dialups, and ""Arpanet Hopping: America's Newest Pastime."" ""ESS: Orwell's Prophecy"" and ""TRW: Big Business is Watching You"" state the surveillance argument the magazine has made ever since. Hardware begins with ""Introducing the Clear Box!""; ""Some Thoughts on 'Garbage Picking'"" and ""More on Trashing"" make dumpster diving a standing subject. Later issues add ""The Hacker's Guide To An Area Code,"" ""History of British Phreaking,"" ""Vital Ingredients: Switching Centers and Operators"" and ""Fun With Fortress Fones.""</p><p class=""mt-6"">AT&T's breakup took effect on 1 January 1984, the month 2600 began, and the volume reads as running commentary on it: ""The Dark and Tragic Side of the Great Break-up,"" ""Whose Strike Was That Anyway?"" and ""Be Nice To Your Telco."" MCI's lawyers wrote to the magazine before the year was out, an exchange printed as ""MCI Mail Targets 2600.""</p>","https://www.2600.com","https://www.2600.com","Magazines","Magazines, Hacking, Phone Phreaking, Computer Security, Surveillance","Periodical","","","Hudson Street Library, NYC","","false","","","","English","","The twelve 1984 issues are 2600's own reproduction of the first year, sold by the magazine at its HOPE conferences. They are not 1984 printings.","","2026-09-05"
"100002","2600","","2600: The Hacker Quarterly","2600: The Hacker Quarterly, February 1984","2600 Enterprises, Inc.","1984","","","","","","Volume 1, Number 2","","Emmanuel Goldstein","","","","<p>The first year of 2600, twelve monthly issues beginning in January 1984, when the magazine was a few photocopied sheets of telephone network intelligence edited by Emmanuel Goldstein.</p><p class=""mt-6"">The debut carries ""AHOY! - 2600 Debuts"" alongside ""FBI Goes After ADS Hackers"" and ""The Truth Behind Those 9999 Numbers."" Across the year the newsletter prints a White House phone list, guides to Telenet, MCI and Telemail, MILNET host tables, CN/A and E-Com dialups, and ""Arpanet Hopping: America's Newest Pastime."" ""ESS: Orwell's Prophecy"" and ""TRW: Big Business is Watching You"" state the surveillance argument the magazine has made ever since. Hardware begins with ""Introducing the Clear Box!""; ""Some Thoughts on 'Garbage Picking'"" and ""More on Trashing"" make dumpster diving a standing subject. Later issues add ""The Hacker's Guide To An Area Code,"" ""History of British Phreaking,"" ""Vital Ingredients: Switching Centers and Operators"" and ""Fun With Fortress Fones.""</p><p class=""mt-6"">AT&T's breakup took effect on 1 January 1984, the month 2600 began, and the volume reads as running commentary on it: ""The Dark and Tragic Side of the Great Break-up,"" ""Whose Strike Was That Anyway?"" and ""Be Nice To Your Telco."" MCI's lawyers wrote to the magazine before the year was out, an exchange printed as ""MCI Mail Targets 2600.""</p>","https://www.2600.com","https://www.2600.com","Magazines","Magazines, Hacking, Phone Phreaking, Computer Security, Surveillance","Periodical","","","Hudson Street Library, NYC","","false","","","","English","","The twelve 1984 issues are 2600's own reproduction of the first year, sold by the magazine at its HOPE conferences. They are not 1984 printings.","","2026-09-05"
"100003","2600","","2600: The Hacker Quarterly","2600: The Hacker Quarterly, March 1984","2600 Enterprises, Inc.","1984","","","","","","Volume 1, Number 3","","Emmanuel Goldstein","","","","<p>The first year of 2600, twelve monthly issues beginning in January 1984, when the magazine was a few photocopied sheets of telephone network intelligence edited by Emmanuel Goldstein.</p><p class=""mt-6"">The debut carries ""AHOY! - 2600 Debuts"" alongside ""FBI Goes After ADS Hackers"" and ""The Truth Behind Those 9999 Numbers."" Across the year the newsletter prints a White House phone list, guides to Telenet, MCI and Telemail, MILNET host tables, CN/A and E-Com dialups, and ""Arpanet Hopping: America's Newest Pastime."" ""ESS: Orwell's Prophecy"" and ""TRW: Big Business is Watching You"" state the surveillance argument the magazine has made ever since. Hardware begins with ""Introducing the Clear Box!""; ""Some Thoughts on 'Garbage Picking'"" and ""More on Trashing"" make dumpster diving a standing subject. Later issues add ""The Hacker's Guide To An Area Code,"" ""History of British Phreaking,"" ""Vital Ingredients: Switching Centers and Operators"" and ""Fun With Fortress Fones.""</p><p class=""mt-6"">AT&T's breakup took effect on 1 January 1984, the month 2600 began, and the volume reads as running commentary on it: ""The Dark and Tragic Side of the Great Break-up,"" ""Whose Strike Was That Anyway?"" and ""Be Nice To Your Telco."" MCI's lawyers wrote to the magazine before the year was out, an exchange printed as ""MCI Mail Targets 2600.""</p>","https://www.2600.com","https://www.2600.com","Magazines","Magazines, Hacking, Phone Phreaking, Computer Security, Surveillance","Periodical","","","Hudson Street Library, NYC","","false","","","","English","","The twelve 1984 issues are 2600's own reproduction of the first year, sold by the magazine at its HOPE conferences. They are not 1984 printings.","","2026-09-05"
"100004","2600","","2600: The Hacker Quarterly","2600: The Hacker Quarterly, April 1984","2600 Enterprises, Inc.","1984","","","","","","Volume 1, Number 4","","Emmanuel Goldstein","","","","<p>The first year of 2600, twelve monthly issues beginning in January 1984, when the magazine was a few photocopied sheets of telephone network intelligence edited by Emmanuel Goldstein.</p><p class=""mt-6"">The debut carries ""AHOY! - 2600 Debuts"" alongside ""FBI Goes After ADS Hackers"" and ""The Truth Behind Those 9999 Numbers."" Across the year the newsletter prints a White House phone list, guides to Telenet, MCI and Telemail, MILNET host tables, CN/A and E-Com dialups, and ""Arpanet Hopping: America's Newest Pastime."" ""ESS: Orwell's Prophecy"" and ""TRW: Big Business is Watching You"" state the surveillance argument the magazine has made ever since. Hardware begins with ""Introducing the Clear Box!""; ""Some Thoughts on 'Garbage Picking'"" and ""More on Trashing"" make dumpster diving a standing subject. Later issues add ""The Hacker's Guide To An Area Code,"" ""History of British Phreaking,"" ""Vital Ingredients: Switching Centers and Operators"" and ""Fun With Fortress Fones.""</p><p class=""mt-6"">AT&T's breakup took effect on 1 January 1984, the month 2600 began, and the volume reads as running commentary on it: ""The Dark and Tragic Side of the Great Break-up,"" ""Whose Strike Was That Anyway?"" and ""Be Nice To Your Telco."" MCI's lawyers wrote to the magazine before the year was out, an exchange printed as ""MCI Mail Targets 2600.""</p>","https://www.2600.com","https://www.2600.com","Magazines","Magazines, Hacking, Phone Phreaking, Computer Security, Surveillance","Periodical","","","Hudson Street Library, NYC","","false","","","","English","","The twelve 1984 issues are 2600's own reproduction of the first year, sold by the magazine at its HOPE conferences. They are not 1984 printings.","","2026-09-05"
"100005","2600","","2600: The Hacker Quarterly","2600: The Hacker Quarterly, May 1984","2600 Enterprises, Inc.","1984","","","","","","Volume 1, Number 5","","Emmanuel Goldstein","","","","<p>The first year of 2600, twelve monthly issues beginning in January 1984, when the magazine was a few photocopied sheets of telephone network intelligence edited by Emmanuel Goldstein.</p><p class=""mt-6"">The debut carries ""AHOY! - 2600 Debuts"" alongside ""FBI Goes After ADS Hackers"" and ""The Truth Behind Those 9999 Numbers."" Across the year the newsletter prints a White House phone list, guides to Telenet, MCI and Telemail, MILNET host tables, CN/A and E-Com dialups, and ""Arpanet Hopping: America's Newest Pastime."" ""ESS: Orwell's Prophecy"" and ""TRW: Big Business is Watching You"" state the surveillance argument the magazine has made ever since. Hardware begins with ""Introducing the Clear Box!""; ""Some Thoughts on 'Garbage Picking'"" and ""More on Trashing"" make dumpster diving a standing subject. Later issues add ""The Hacker's Guide To An Area Code,"" ""History of British Phreaking,"" ""Vital Ingredients: Switching Centers and Operators"" and ""Fun With Fortress Fones.""</p><p class=""mt-6"">AT&T's breakup took effect on 1 January 1984, the month 2600 began, and the volume reads as running commentary on it: ""The Dark and Tragic Side of the Great Break-up,"" ""Whose Strike Was That Anyway?"" and ""Be Nice To Your Telco."" MCI's lawyers wrote to the magazine before the year was out, an exchange printed as ""MCI Mail Targets 2600.""</p>","https://www.2600.com","https://www.2600.com","Magazines","Magazines, Hacking, Phone Phreaking, Computer Security, Surveillance","Periodical","","","Hudson Street Library, NYC","","false","","","","English","","The twelve 1984 issues are 2600's own reproduction of the first year, sold by the magazine at its HOPE conferences. They are not 1984 printings.","","2026-09-05"
"100006","2600","","2600: The Hacker Quarterly","2600: The Hacker Quarterly, June 1984","2600 Enterprises, Inc.","1984","","","","","","Volume 1, Number 6","","Emmanuel Goldstein","","","","<p>The first year of 2600, twelve monthly issues beginning in January 1984, when the magazine was a few photocopied sheets of telephone network intelligence edited by Emmanuel Goldstein.</p><p class=""mt-6"">The debut carries ""AHOY! - 2600 Debuts"" alongside ""FBI Goes After ADS Hackers"" and ""The Truth Behind Those 9999 Numbers."" Across the year the newsletter prints a White House phone list, guides to Telenet, MCI and Telemail, MILNET host tables, CN/A and E-Com dialups, and ""Arpanet Hopping: America's Newest Pastime."" ""ESS: Orwell's Prophecy"" and ""TRW: Big Business is Watching You"" state the surveillance argument the magazine has made ever since. Hardware begins with ""Introducing the Clear Box!""; ""Some Thoughts on 'Garbage Picking'"" and ""More on Trashing"" make dumpster diving a standing subject. Later issues add ""The Hacker's Guide To An Area Code,"" ""History of British Phreaking,"" ""Vital Ingredients: Switching Centers and Operators"" and ""Fun With Fortress Fones.""</p><p class=""mt-6"">AT&T's breakup took effect on 1 January 1984, the month 2600 began, and the volume reads as running commentary on it: ""The Dark and Tragic Side of the Great Break-up,"" ""Whose Strike Was That Anyway?"" and ""Be Nice To Your Telco."" MCI's lawyers wrote to the magazine before the year was out, an exchange printed as ""MCI Mail Targets 2600.""</p>","https://www.2600.com","https://www.2600.com","Magazines","Magazines, Hacking, Phone Phreaking, Computer Security, Surveillance","Periodical","","","Hudson Street Library, NYC","","false","","","","English","","The twelve 1984 issues are 2600's own reproduction of the first year, sold by the magazine at its HOPE conferences. They are not 1984 printings.","","2026-09-05"
"100007","2600","","2600: The Hacker Quarterly","2600: The Hacker Quarterly, July 1984","2600 Enterprises, Inc.","1984","","","","","","Volume 1, Number 7","","Emmanuel Goldstein","","","","<p>The first year of 2600, twelve monthly issues beginning in January 1984, when the magazine was a few photocopied sheets of telephone network intelligence edited by Emmanuel Goldstein.</p><p class=""mt-6"">The debut carries ""AHOY! - 2600 Debuts"" alongside ""FBI Goes After ADS Hackers"" and ""The Truth Behind Those 9999 Numbers."" Across the year the newsletter prints a White House phone list, guides to Telenet, MCI and Telemail, MILNET host tables, CN/A and E-Com dialups, and ""Arpanet Hopping: America's Newest Pastime."" ""ESS: Orwell's Prophecy"" and ""TRW: Big Business is Watching You"" state the surveillance argument the magazine has made ever since. Hardware begins with ""Introducing the Clear Box!""; ""Some Thoughts on 'Garbage Picking'"" and ""More on Trashing"" make dumpster diving a standing subject. Later issues add ""The Hacker's Guide To An Area Code,"" ""History of British Phreaking,"" ""Vital Ingredients: Switching Centers and Operators"" and ""Fun With Fortress Fones.""</p><p class=""mt-6"">AT&T's breakup took effect on 1 January 1984, the month 2600 began, and the volume reads as running commentary on it: ""The Dark and Tragic Side of the Great Break-up,"" ""Whose Strike Was That Anyway?"" and ""Be Nice To Your Telco."" MCI's lawyers wrote to the magazine before the year was out, an exchange printed as ""MCI Mail Targets 2600.""</p>","https://www.2600.com","https://www.2600.com","Magazines","Magazines, Hacking, Phone Phreaking, Computer Security, Surveillance","Periodical","","","Hudson Street Library, NYC","","false","","","","English","","The twelve 1984 issues are 2600's own reproduction of the first year, sold by the magazine at its HOPE conferences. They are not 1984 printings.","","2026-09-05"
"100008","2600","","2600: The Hacker Quarterly","2600: The Hacker Quarterly, August 1984","2600 Enterprises, Inc.","1984","","","","","","Volume 1, Number 8","","Emmanuel Goldstein","","","","<p>The first year of 2600, twelve monthly issues beginning in January 1984, when the magazine was a few photocopied sheets of telephone network intelligence edited by Emmanuel Goldstein.</p><p class=""mt-6"">The debut carries ""AHOY! - 2600 Debuts"" alongside ""FBI Goes After ADS Hackers"" and ""The Truth Behind Those 9999 Numbers."" Across the year the newsletter prints a White House phone list, guides to Telenet, MCI and Telemail, MILNET host tables, CN/A and E-Com dialups, and ""Arpanet Hopping: America's Newest Pastime."" ""ESS: Orwell's Prophecy"" and ""TRW: Big Business is Watching You"" state the surveillance argument the magazine has made ever since. Hardware begins with ""Introducing the Clear Box!""; ""Some Thoughts on 'Garbage Picking'"" and ""More on Trashing"" make dumpster diving a standing subject. Later issues add ""The Hacker's Guide To An Area Code,"" ""History of British Phreaking,"" ""Vital Ingredients: Switching Centers and Operators"" and ""Fun With Fortress Fones.""</p><p class=""mt-6"">AT&T's breakup took effect on 1 January 1984, the month 2600 began, and the volume reads as running commentary on it: ""The Dark and Tragic Side of the Great Break-up,"" ""Whose Strike Was That Anyway?"" and ""Be Nice To Your Telco."" MCI's lawyers wrote to the magazine before the year was out, an exchange printed as ""MCI Mail Targets 2600.""</p>","https://www.2600.com","https://www.2600.com","Magazines","Magazines, Hacking, Phone Phreaking, Computer Security, Surveillance","Periodical","","","Hudson Street Library, NYC","","false","","","","English","","The twelve 1984 issues are 2600's own reproduction of the first year, sold by the magazine at its HOPE conferences. They are not 1984 printings.","","2026-09-05"
"100009","2600","","2600: The Hacker Quarterly","2600: The Hacker Quarterly, September 1984","2600 Enterprises, Inc.","1984","","","","","","Volume 1, Number 9","","Emmanuel Goldstein","","","","<p>The first year of 2600, twelve monthly issues beginning in January 1984, when the magazine was a few photocopied sheets of telephone network intelligence edited by Emmanuel Goldstein.</p><p class=""mt-6"">The debut carries ""AHOY! - 2600 Debuts"" alongside ""FBI Goes After ADS Hackers"" and ""The Truth Behind Those 9999 Numbers."" Across the year the newsletter prints a White House phone list, guides to Telenet, MCI and Telemail, MILNET host tables, CN/A and E-Com dialups, and ""Arpanet Hopping: America's Newest Pastime."" ""ESS: Orwell's Prophecy"" and ""TRW: Big Business is Watching You"" state the surveillance argument the magazine has made ever since. Hardware begins with ""Introducing the Clear Box!""; ""Some Thoughts on 'Garbage Picking'"" and ""More on Trashing"" make dumpster diving a standing subject. Later issues add ""The Hacker's Guide To An Area Code,"" ""History of British Phreaking,"" ""Vital Ingredients: Switching Centers and Operators"" and ""Fun With Fortress Fones.""</p><p class=""mt-6"">AT&T's breakup took effect on 1 January 1984, the month 2600 began, and the volume reads as running commentary on it: ""The Dark and Tragic Side of the Great Break-up,"" ""Whose Strike Was That Anyway?"" and ""Be Nice To Your Telco."" MCI's lawyers wrote to the magazine before the year was out, an exchange printed as ""MCI Mail Targets 2600.""</p>","https://www.2600.com","https://www.2600.com","Magazines","Magazines, Hacking, Phone Phreaking, Computer Security, Surveillance","Periodical","","","Hudson Street Library, NYC","","false","","","","English","","The twelve 1984 issues are 2600's own reproduction of the first year, sold by the magazine at its HOPE conferences. They are not 1984 printings.","","2026-09-05"
"100010","2600","","2600: The Hacker Quarterly","2600: The Hacker Quarterly, October 1984","2600 Enterprises, Inc.","1984","","","","","","Volume 1, Number 10","","Emmanuel Goldstein","","","","<p>The first year of 2600, twelve monthly issues beginning in January 1984, when the magazine was a few photocopied sheets of telephone network intelligence edited by Emmanuel Goldstein.</p><p class=""mt-6"">The debut carries ""AHOY! - 2600 Debuts"" alongside ""FBI Goes After ADS Hackers"" and ""The Truth Behind Those 9999 Numbers."" Across the year the newsletter prints a White House phone list, guides to Telenet, MCI and Telemail, MILNET host tables, CN/A and E-Com dialups, and ""Arpanet Hopping: America's Newest Pastime."" ""ESS: Orwell's Prophecy"" and ""TRW: Big Business is Watching You"" state the surveillance argument the magazine has made ever since. Hardware begins with ""Introducing the Clear Box!""; ""Some Thoughts on 'Garbage Picking'"" and ""More on Trashing"" make dumpster diving a standing subject. Later issues add ""The Hacker's Guide To An Area Code,"" ""History of British Phreaking,"" ""Vital Ingredients: Switching Centers and Operators"" and ""Fun With Fortress Fones.""</p><p class=""mt-6"">AT&T's breakup took effect on 1 January 1984, the month 2600 began, and the volume reads as running commentary on it: ""The Dark and Tragic Side of the Great Break-up,"" ""Whose Strike Was That Anyway?"" and ""Be Nice To Your Telco."" MCI's lawyers wrote to the magazine before the year was out, an exchange printed as ""MCI Mail Targets 2600.""</p>","https://www.2600.com","https://www.2600.com","Magazines","Magazines, Hacking, Phone Phreaking, Computer Security, Surveillance","Periodical","","","Hudson Street Library, NYC","","false","","","","English","","The twelve 1984 issues are 2600's own reproduction of the first year, sold by the magazine at its HOPE conferences. They are not 1984 printings.","","2026-09-05"
